643,a,1,1
592,a,2,1
344,a,3,1
345,a,4,1
346,a,5,1
347,a,6,1
340,a,7,1
341,a,8,1
342,a,9,1
343,a,10,1
348,a,11,1
349,a,12,1
594,a,13,1
298,a,14,1
299,a,15,1
296,a,16,1
297,a,17,1
294,a,18,1
295,a,19,1
292,a,20,1
293,a,21,1
290,a,22,1
291,a,23,1
270,a,24,1
271,a,25,1
272,a,26,1
273,a,27,1
274,a,28,1
275,a,29,1
276,a,30,1
277,a,31,1
278,a,32,1
279,a,33,1
642,a,34,1
1781,a,35,1
108,a,36,1
109,a,37,1
102,a,38,1
103,a,39,1
100,a,40,1
101,a,41,1
106,a,42,1
107,a,43,1
104,a,44,1
105,a,45,1
1212,a,46,1
1213,a,47,1
99,a,48,1
98,a,49,1
91,a,50,1
90,a,51,1
93,a,52,1
92,a,53,1
95,a,54,1
94,a,55,1
97,a,56,1
96,a,57,1
1623,a,58,1
1622,a,59,1
1621,a,60,1
1620,a,61,1
1627,a,62,1
1626,a,63,1
1625,a,64,1
1624,a,65,1
1629,a,66,1
1628,a,67,1
559,a,68,1
558,a,69,1
1217,a,70,1
555,a,71,1
554,a,72,1
557,a,73,1
556,a,74,1
551,a,75,1
550,a,76,1
553,a,77,1
552,a,78,1
1199,a,79,1
1198,a,80,1
1191,a,81,1
1190,a,82,1
1193,a,83,1
1192,a,84,1
1195,a,85,1
1194,a,86,1
1197,a,87,1
1196,a,88,1
1759,a,89,1
1758,a,90,1
1757,a,91,1
1756,a,92,1
1755,a,93,1
1754,a,94,1
1753,a,95,1
1752,a,96,1
1751,a,97,1
1750,a,98,1
1177,a,99,1
1176,a,100,1
1175,a,101,1
1174,a,102,1
1173,a,103,1
1172,a,104,1
1171,a,105,1
1170,a,106,1
1179,a,107,1
1178,a,108,1
511,a,109,1
510,a,110,1
513,a,111,1
644,a,112,1
1285,a,113,1
1284,a,114,1
1287,a,115,1
512,a,116,1
1281,a,117,1
1280,a,118,1
1283,a,119,1
1282,a,120,1
1003,a,121,1
879,a,122,1
1289,a,123,1
1288,a,124,1
514,a,125,1
1579,a,126,1
1578,a,127,1
689,a,128,1
688,a,129,1
685,a,130,1
684,a,131,1
687,a,132,1
686,a,133,1
681,a,134,1
680,a,135,1
683,a,136,1
682,a,137,1
623,a,138,1
622,a,139,1
621,a,140,1
873,a,141,1
1224,a,142,1
1223,a,143,1
1222,a,144,1
1221,a,145,1
624,a,146,1
407,a,147,1
406,a,148,1
405,a,149,1
404,a,150,1
1375,a,151,1
1374,a,152,1
1377,a,153,1
400,a,154,1
1379,a,155,1
1378,a,156,1
1342,a,157,1
409,a,158,1
408,a,159,1
1343,a,160,1
1344,a,161,1
1345,a,162,1
456,a,163,1
1347,a,164,1
379,a,165,1
378,a,166,1
647,a,167,1
371,a,168,1
370,a,169,1
373,a,170,1
372,a,171,1
375,a,172,1
374,a,173,1
377,a,174,1
376,a,175,1
393,a,176,1
392,a,177,1
391,a,178,1
390,a,179,1
397,a,180,1
396,a,181,1
395,a,182,1
394,a,183,1
399,a,184,1
398,a,185,1
1246,a,186,1
245,a,187,1
244,a,188,1
247,a,189,1
246,a,190,1
241,a,191,1
240,a,192,1
243,a,193,1
242,a,194,1
249,a,195,1
248,a,196,1
179,a,197,1
178,a,198,1
177,a,199,1
176,a,200,1
175,a,201,1
174,a,202,1
173,a,203,1
172,a,204,1
171,a,205,1
170,a,206,1
656,a,207,1
657,a,208,1
654,a,209,1
655,a,210,1
652,a,211,1
653,a,212,1
650,a,213,1
651,a,214,1
1364,a,215,1
1365,a,216,1
1362,a,217,1
1618,a,218,1
1619,a,219,1
1616,a,220,1
1617,a,221,1
1614,a,222,1
1615,a,223,1
1612,a,224,1
1613,a,225,1
1610,a,226,1
1611,a,227,1
1363,a,228,1
1768,a,229,1
1769,a,230,1
1762,a,231,1
1763,a,232,1
1760,a,233,1
1761,a,234,1
1766,a,235,1
1767,a,236,1
1764,a,237,1
1765,a,238,1
1142,a,239,1
1143,a,240,1
1140,a,241,1
1141,a,242,1
1146,a,243,1
1147,a,244,1
1144,a,245,1
1145,a,246,1
1148,a,247,1
1149,a,248,1
692,a,249,1
693,a,250,1
1544,a,251,1
1545,a,252,1
696,a,253,1
697,a,254,1
694,a,255,1
695,a,256,1
698,a,257,1
699,a,258,1
1548,a,259,1
1549,a,260,1
542,a,261,1
543,a,262,1
540,a,263,1
541,a,264,1
546,a,265,1
547,a,266,1
544,a,267,1
545,a,268,1
548,a,269,1
549,a,270,1
1782,a,271,1
1783,a,272,1
1784,a,273,1
1785,a,274,1
1786,a,275,1
1787,a,276,1
414,a,277,1
415,a,278,1
416,a,279,1
417,a,280,1
410,a,281,1
411,a,282,1
412,a,283,1
413,a,284,1
1384,a,285,1
1385,a,286,1
1386,a,287,1
1387,a,288,1
418,a,289,1
419,a,290,1
1382,a,291,1
1383,a,292,1
368,a,293,1
369,a,294,1
366,a,295,1
367,a,296,1
364,a,297,1
365,a,298,1
362,a,299,1
363,a,300,1
360,a,301,1
361,a,302,1
380,a,303,1
381,a,304,1
382,a,305,1
383,a,306,1
384,a,307,1
385,a,308,1
386,a,309,1
387,a,310,1
388,a,311,1
389,a,312,1
1253,a,313,1
258,a,314,1
259,a,315,1
252,a,316,1
253,a,317,1
250,a,318,1
251,a,319,1
256,a,320,1
257,a,321,1
254,a,322,1
255,a,323,1
900,a,324,1
901,a,325,1
168,a,326,1
169,a,327,1
164,a,328,1
165,a,329,1
166,a,330,1
167,a,331,1
160,a,332,1
161,a,333,1
162,a,334,1
163,a,335,1
1841,a,336,1
909,a,337,1
1090,a,338,1
679,a,339,1
1814,a,340,1
1815,a,341,1
1816,a,342,1
1817,a,343,1
1810,a,344,1
1811,a,345,1
1812,a,346,1
1813,a,347,1
1818,a,348,1
1819,a,349,1
670,a,350,1
671,a,351,1
1609,a,352,1
1608,a,353,1
1601,a,354,1
1600,a,355,1
1603,a,356,1
1602,a,357,1
1605,a,358,1
1604,a,359,1
1607,a,360,1
1606,a,361,1
809,a,362,1
808,a,363,1
803,a,364,1
802,a,365,1
801,a,366,1
800,a,367,1
807,a,368,1
806,a,369,1
805,a,370,1
804,a,371,1
1775,a,372,1
1774,a,373,1
1777,a,374,1
1776,a,375,1
1771,a,376,1
1770,a,377,1
1773,a,378,1
1772,a,379,1
1779,a,380,1
1778,a,381,1
608,a,382,1
1159,a,383,1
1158,a,384,1
1155,a,385,1
1154,a,386,1
1157,a,387,1
1156,a,388,1
1151,a,389,1
1150,a,390,1
1153,a,391,1
1152,a,392,1
1555,a,393,1
1554,a,394,1
1551,a,395,1
1550,a,396,1
1553,a,397,1
1552,a,398,1
59,a,399,1
58,a,400,1
1557,a,401,1
1556,a,402,1
1559,a,403,1
54,a,404,1
57,a,405,1
56,a,406,1
51,a,407,1
