Project,Community,Person_ID,Place_on_list,Shared_Language,Other_language,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,finance_economics,TheDigeratiLife,83,19,0,0.653061224,0.255102041,0.397959184,25,39,0.616352201,0.006822586,0.56097561,0.616161616,0.272727273,0.343434343,0.518910031,0.00542808,0.648648649,3.37704918,64,142,0.103092784,0.144329897,84,21,89,24
584,finance_economics,JeremyVoh,90,19,0,0.591836735,0.285714286,0.306122449,28,30,0.569767442,0.007574866,0.757575758,0.666666667,0.272727273,0.393939394,0.537665815,0.014785582,0.65,12.63636364,279,555,0.164948454,0,96,0,100,0
584,finance_economics,FTAlphaville,78,19,0,0.173469388,0.142857143,0.030612245,14,3,0.357664234,0.008959923,0.133333333,0.060606061,0.060606061,0,0,0.007080456,0,3.666666667,22,0,0.030927835,0,65,0,94,0
584,finance_economics,Green_Panda,99,19,0,0.612244898,0.265306122,0.346938776,26,34,0.579881657,0.006353796,0.538461538,0.505050505,0.191919192,0.313131313,0.49039849,0.005910802,0.515151515,10.58,115,414,0.06185567,0.113402062,13,17,16,19
584,finance_economics,Reuters_Biz,19,19,0,0.224489796,0.224489796,0,22,0,0,0.008579399,0,0.03030303,0.03030303,0,0,0.003353968,0,2.666666667,8,0,0.030927835,0,4,0,94,0
584,finance_economics,MSN_Money,79,19,0,0.765306122,0.255102041,0.510204082,25,50,0.671232877,0.011382174,0.442307692,0.303030303,0.141414141,0.161616162,0.462448317,0.005340062,0.2,3.633333333,63,46,0.092783505,0.030927835,29,7,37,13
584,finance_economics,WSJ,2,19,0,0.489795918,0.397959184,0.091836735,39,9,0.460093897,0.038948729,0.2,0.303030303,0.262626263,0.04040404,0.280668318,0.053377874,0.111111111,6.566666667,171,26,0.12371134,0.06185567,56,81,358,85
584,finance_economics,freakonomics,23,19,0,0.316326531,0.316326531,0,31,0,0,0.012486095,0,0.080808081,0.080808081,0,0,0.005105751,0,3.375,27,0,0.06185567,0,13,0,158,0
584,finance_economics,Forbes,24,19,0,0.255102041,0.173469388,0.081632653,17,8,0.406639004,0.005113214,0.041666667,0.191919192,0.171717172,0.02020202,0.318759019,0.006142065,0.055555556,2.157894737,39,2,0.041237113,0,9,0,149,60
584,finance_economics,mint,1,19,0,0.479591837,0.336734694,0.142857143,33,14,0.538461538,0.011576364,0.27027027,0.323232323,0.222222222,0.101010101,0.409415253,0.006899319,0.103448276,3.34375,97,10,0.072164948,0.010309278,24,1,54,2
584,finance_economics,WSJDealJournal,92,19,0,0.43877551,0.132653061,0.306122449,13,30,0.579881657,0.014985297,0.34375,0.060606061,0.02020202,0.04040404,0.268832907,0.004434448,0.2,2.166666667,2,11,0.020618557,0.020618557,10,7,26,8
584,finance_economics,FiscalFizzle,81,19,0,0.908163265,0.285714286,0.62244898,28,61,0.725925926,0.007521921,0.459016393,0.616161616,0.212121212,0.404040404,0.557828283,0.006079552,0.525,14.2295082,116,752,0.082474227,0.072164948,19,9,19,11
584,finance_economics,WSJ_Econ,5,19,0,0.316326531,0.265306122,0.051020408,26,5,0.392,0.028167078,0.192307692,0.070707071,0.070707071,0,0,0.013856357,0,6.714285714,47,0,0.082474227,0.010309278,29,2,84,2
584,finance_economics,planetmoney,16,19,0,0.448979592,0.37755102,0.071428571,37,7,0.378378378,0.015296788,0.047619048,0.171717172,0.080808081,0.090909091,0.313166755,0.003689117,0,3.411764706,29,29,0.082474227,0.010309278,20,1,83,7
584,finance_economics,ManVsDebt,41,19,0,0.397959184,0.316326531,0.081632653,31,8,0.420600858,0.009169712,0.21875,0.545454545,0.292929293,0.252525253,0.472235583,0.014477854,0.588235294,9.833333333,354,177,0.195876289,0.020618557,56,2,72,3
584,finance_economics,MarketWatch,6,19,0,0.224489796,0.204081633,0.020408163,20,2,0.318181818,0.011549363,0.1,0.121212121,0.111111111,0.01010101,0.217159429,0.019159585,0.090909091,3.583333333,42,1,0.041237113,0.010309278,66,2,181,2
584,finance_economics,ryanguina,80,19,0,0.571428571,0.265306122,0.306122449,26,30,0.579881657,0.006731895,0.647058824,0.595959596,0.242424242,0.353535354,0.540924395,0.010957432,0.638888889,9.203389831,170,373,0.12371134,0.24742268,81,137,82,171
584,finance_economics,ptmoney,67,19,0,0.724489796,0.336734694,0.387755102,33,38,0.608695652,0.00950938,0.775,0.717171717,0.313131313,0.404040404,0.550941514,0.019723894,0.69047619,9.126760563,284,364,0.216494845,0.144329897,163,26,168,27
584,finance_economics,Vanguard_Group,97,19,0,1.183673469,0.275510204,0.908163265,27,89,0.91588785,0.011259961,0.274725275,0.323232323,0.121212121,0.202020202,0.485068072,0.004018718,0.185185185,4.1875,33,101,0.103092784,0.051546392,52,6,54,8
584,finance_economics,businessinsider,53,19,0,0.102040816,0.102040816,0,10,0,0,0.007211614,0,0.121212121,0.101010101,0.02020202,0.22595576,0.006686222,0.090909091,2.666666667,20,12,0,0,0,0,70,1
584,finance_economics,wsjbreakingnews,76,19,0,0.214285714,0.163265306,0.051020408,16,5,0.356363636,0.018863376,0.166666667,0,0,0,0,0.002577706,0,0,0,0,0,0,0,0,25,0
584,finance_economics,debtkid,96,19,0,0.5,0.234693878,0.265306122,23,26,0.544444444,0.006527379,0.441176471,0.323232323,0.101010101,0.222222222,0.446262626,0.00314198,0.28,3.34375,16,91,0.041237113,0.030927835,4,4,4,4
584,finance_economics,MoneyNing,52,19,0,0.418367347,0.244897959,0.173469388,24,17,0.497461929,0.005731858,0.413793103,0.515151515,0.242424242,0.272727273,0.49039849,0.007897033,0.457142857,7.745098039,126,269,0.103092784,0,45,0,45,1
584,finance_economics,BloombergNow,25,19,0,0.153061224,0.132653061,0.020408163,13,2,0.356363636,0.009298365,0.153846154,0.121212121,0.090909091,0.03030303,0.226529252,0.005348926,0.090909091,1.333333333,12,4,0.030927835,0.030927835,29,163,94,163
584,finance_economics,MoneyCrashers,44,19,0,0.632653061,0.234693878,0.397959184,23,39,0.597560976,0.005944323,0.476190476,0.414141414,0.292929293,0.121212121,0.427045575,0.034060598,0.366666667,14.24390244,326,258,0.041237113,0.216494845,12,71,14,75
584,finance_economics,businessnews,54,19,0,0.214285714,0.112244898,0.102040816,11,10,0.431718062,0.004633334,0.105263158,0.01010101,0,0.01010101,0.233747734,0.002577706,0,1,0,1,0.010309278,0,1,0,5,3
584,finance_economics,fcn,69,19,0,0.602040816,0.367346939,0.234693878,36,23,0.563218391,0.011168219,0.43902439,0.717171717,0.323232323,0.393939394,0.568487422,0.024564794,0.731707317,16.92957746,587,615,0.092783505,0.24742268,24,70,33,104
584,finance_economics,felixsalmon,55,19,0,0.418367347,0.265306122,0.153061224,26,15,0.532608696,0.024406686,0.242424242,0.191919192,0.090909091,0.101010101,0.41130196,0.008301643,0.117647059,2.947368421,35,21,0,0.041237113,0,6,110,52
584,finance_economics,fiscalgeek,70,19,0,0.62244898,0.173469388,0.448979592,17,44,0.628205128,0.004607911,0.355555556,0.393939394,0.131313131,0.262626263,0.485068072,0.004578235,0.392857143,11.71794872,90,367,0.051546392,0.010309278,11,1,11,1
584,finance_economics,SlateMoneybox,74,19,0,0.234693878,0.142857143,0.091836735,14,9,0.464454976,0.006511954,0.210526316,0.01010101,0,0.01010101,0.292184667,0.002577706,0,11,0,11,0.010309278,0.010309278,1,1,9,3
584,finance_economics,Your_Money,86,19,0,0.193877551,0.163265306,0.030612245,16,3,0.288235294,0.009247057,0.055555556,0.04040404,0.04040404,0,0,0.003134148,0,2.5,10,0,0.030927835,0,19,0,23,0
584,finance_economics,FMFblog,65,19,0,0.43877551,0.285714286,0.153061224,28,15,0.532608696,0.008723719,0.433333333,0.464646465,0.242424242,0.222222222,0.474747475,0.00844023,0.642857143,6.326086957,171,120,0.144329897,0.18556701,48,119,48,126
584,finance_economics,BBCBusiness,29,19,0,0.142857143,0.142857143,0,14,0,0,0.005557352,0,0.02020202,0.02020202,0,0,0.002785364,0,4,8,0,0.010309278,0,1,0,61,2
584,finance_economics,WSJBusiness,34,19,0,0.234693878,0.193877551,0.040816327,19,4,0.319218241,0.012594602,0.095238095,0.01010101,0.01010101,0,0,0.002876827,0,10,10,0,0.030927835,0,3,0,11,0
584,fishing,FlyFishReporter,62,19,0,1.18,0.55,0.63,55,63,0.729927007,0.011735023,0.787878788,0.043478261,0.02173913,0.02173913,0.310707198,0.002928561,0,1.25,3,2,0,0.012048193,0,1,0,1
584,fishing,MidCurrent,84,19,0,0.37,0.2,0.17,20,17,0.546448087,0.005068134,0.37037037,0.130434783,0.086956522,0.043478261,0.335786703,0.013382904,0.2,8.5,97,5,0.024096386,0.072289157,4,12,4,12
584,fishing,MyBassLasso,12,19,0,1,0.52,0.48,52,48,0.657894737,0.011421439,0.923076923,0.02173913,0.02173913,0,0,0.008167999,0,1,2,0,0,0.024096386,0,196,1,196
584,fishing,OrvisFlyFishing,1,19,0,0.3,0.3,0,30,0,0,0.008272347,0,0.239130435,0.195652174,0.043478261,0.353209598,0.018058166,0.157894737,2.181818182,43,5,0.096385542,0.036144578,21,5,23,5
584,fishing,flyfishingfrenz,99,19,0,1.26,0.59,0.67,59,67,0.751879699,0.014145969,0.726027397,0.25,0.130434783,0.119565217,0.435351365,0.008694628,0.533333333,5.173913043,86,33,0.048192771,0.012048193,4,1,4,3
584,fishing,whistlerflyfish,61,19,0,0.89,0.35,0.54,35,54,0.684931507,0.007869754,0.561403509,0.25,0.076086957,0.173913043,0.462224906,0.008040353,0.277777778,4.913043478,46,67,0.048192771,0.072289157,7,16,8,26
584,fishing,Westernfishing,95,19,0,1.06,0.5,0.56,50,56,0.694444444,0.010560801,0.859649123,0.065217391,0.065217391,0,0,0.006427056,0,4.333333333,26,0,0.024096386,0,2,0,2,0
584,fishing,MontanaFlyCo,86,19,0,0.57,0.31,0.26,31,26,0.574712644,0.007285103,0.628571429,0.423913043,0.217391304,0.206521739,0.468002717,0.029467588,0.625,9.358974359,132,233,0.096385542,0.024096386,21,2,21,2
584,fishing,BigBassFishing,33,19,0,0.36,0.29,0.07,29,7,0.505050505,0.006597722,0.161290323,0,0,0,0,0.002612942,0,0,0,0,0.024096386,0,2,0,2,0
584,fishing,Bass_Pro_Shops,27,19,0,0.5,0.34,0.16,34,16,0.543478261,0.008940355,0.25,0.141304348,0.097826087,0.043478261,0.282567678,0.025272553,0.181818182,6.076923077,75,4,0.084337349,0.036144578,20,5,31,30
584,fishing,Leftyfly,53,19,0,0.43,0.3,0.13,30,13,0.531914894,0.00701393,0.387096774,0.010869565,0.010869565,0,0,0.002749689,0,1,1,0,0.036144578,0,3,0,3,0
584,fishing,getyourlinewet,72,19,0,0.55,0.32,0.23,32,23,0.564971751,0.00690813,0.71875,0.097826087,0.097826087,0,0,0.005041196,0,1.555555556,14,0,0.012048193,0,4,0,5,0
584,fishing,TeegStouffer,96,19,0,1.1,0.42,0.68,42,68,0.757575758,0.009560467,0.527777778,0.293478261,0.108695652,0.184782609,0.468002717,0.007833028,0.5,3,37,44,0.048192771,0.024096386,6,2,11,4
584,fishing,ReelReports,36,19,0,0.26,0.26,0,26,0,0,0.006099571,0,0.010869565,0.010869565,0,0,0.003118443,0,12,12,0,0.036144578,0,7,0,7,0
584,fishing,Johny_Fisherman,98,19,0,0.52,0.32,0.2,32,20,0.555555556,0.007108764,0.625,0,0,0,0,0.002612942,0,0,0,0,0,0,0,0,2,1
584,fishing,FLW_Magazine,38,19,0,0.94,0.49,0.45,49,45,0.64516129,0.013077196,0.678571429,0.173913043,0.065217391,0.108695652,0.392044161,0.009360893,0.142857143,8.125,6,124,0.012048193,0,1,0,1,1
584,fishing,flyfishmap,16,19,0,1.4,0.68,0.72,68,72,0.78125,0.01400876,0.917808219,0.608695652,0.22826087,0.380434783,0.534860248,0.02636268,0.555555556,7.321428571,91,319,0.048192771,0.192771084,17,34,17,36
584,fishing,FishTwits,66,19,0,1.14,0.55,0.59,55,59,0.709219858,0.011390839,0.753846154,0.076086957,0.010869565,0.065217391,0.400430133,0.002796282,0.166666667,2,1,13,0.012048193,0,1,0,1,0
584,fishing,TroutUnlimited,17,19,0,0.37,0.33,0.04,33,4,0.502512563,0.007417263,0.088235294,0.184782609,0.152173913,0.032608696,0.337299256,0.011541341,0.0625,4.823529412,68,14,0.108433735,0.024096386,29,2,33,6
584,fishing,BassmasterReehm,48,19,0,0.58,0.33,0.25,33,25,0.571428571,0.007453331,0.414634146,0.130434783,0.076086957,0.054347826,0.36000209,0.008877193,0.2,2.583333333,12,19,0.024096386,0.024096386,5,2,6,3
584,fishing,WFN,63,19,0,1.26,0.42,0.84,42,84,0.862068966,0.008922835,0.5,0.304347826,0.097826087,0.206521739,0.453820817,0.025895011,0.333333333,6.392857143,107,72,0.120481928,0.012048193,53,6,55,6
584,fishing,fishingking80,76,19,0,0.43,0.26,0.17,26,17,0.546448087,0.005938189,0.482758621,0.02173913,0.02173913,0,0,0.004985262,0,1,2,0,0.012048193,0,2,0,2,0
584,fishing,FishWithDan,34,19,0,0.82,0.4,0.42,40,42,0.632911392,0.008875019,0.952380952,0.434782609,0.163043478,0.27173913,0.505948884,0.014322853,0.379310345,5.925,112,125,0.060240964,0.060240964,9,70,15,76
584,fishing,ProAnglers,100,19,0,1.02,0.47,0.55,47,55,0.689655172,0.009811319,0.7,0.043478261,0.02173913,0.02173913,0.335786703,0.002833912,0.333333333,1.25,2,3,0.012048193,0,1,0,1,0
584,fishing,GeraldSwindle,79,19,0,0.18,0.16,0.02,16,2,0.440528634,0.005691742,0.125,0.086956522,0.086956522,0,0,0.014657062,0,3.5,28,0,0.060240964,0,10,0,10,0
584,fishing,FlyFishPro,41,19,0,0.77,0.36,0.41,36,41,0.628930818,0.008311036,0.673913043,0.173913043,0.076086957,0.097826087,0.440473146,0.007292962,0.333333333,5.375,37,49,0.048192771,0.012048193,4,1,5,3
584,fishing,BassFishnTips,11,19,0,1.01,0.46,0.55,46,55,0.689655172,0.010026022,0.836363636,0.043478261,0.010869565,0.032608696,0.325567108,0.00288379,0,1,1,3,0.024096386,0.012048193,5,1,5,2
584,fishing,SportFishingMag,93,19,0,1.15,0.4,0.75,40,75,0.8,0.008604739,0.513157895,0.076086957,0.032608696,0.043478261,0.372539477,0.003754805,0.4,2,7,7,0.036144578,0.024096386,20,2,20,3
584,fishing,CaptJoeD,91,19,0,1.23,0.62,0.61,62,61,0.71942446,0.01318104,0.892307692,0.108695652,0.043478261,0.065217391,0.390002264,0.003493858,0.111111111,1.6,8,8,0.108433735,0.060240964,10,10,13,11
584,fishing,Outdooress,47,19,0,0.75,0.46,0.29,46,29,0.584795322,0.010300713,0.595744681,0.239130435,0.108695652,0.130434783,0.440473146,0.008289469,0.375,5.045454545,61,50,0.048192771,0.024096386,5,3,17,3
584,fishing,FlySwinger,90,19,0,0.83,0.4,0.43,40,43,0.636942675,0.009351282,0.765957447,0.489130435,0.184782609,0.304347826,0.516416792,0.015763504,0.551724138,6.377777778,89,198,0.072289157,0.060240964,11,5,15,16
584,fishing,TheFlyFishChick,22,19,0,1,0.48,0.52,48,52,0.675675676,0.010689508,0.639344262,0.347826087,0.184782609,0.163043478,0.443079496,0.01509861,0.391304348,4.5625,76,70,0.060240964,0.060240964,10,5,15,11
584,fishing,Take_Me_Fishing,3,19,0,1.32,0.55,0.77,55,77,0.81300813,0.012142375,0.65,0.543478261,0.239130435,0.304347826,0.492634439,0.024196653,0.315789474,4.16,93,115,0.108433735,0.409638554,11,106,24,187
584,fishing,StrikeKingLures,55,19,0,0.29,0.22,0.07,22,7,0.495049505,0.007402314,0.208333333,0.108695652,0.097826087,0.010869565,0.303159655,0.011931798,0.111111111,3.6,35,1,0.096385542,0,17,0,21,0
584,fishing,Viciousfishing,8,19,0,1.15,0.54,0.61,54,61,0.71942446,0.014669643,0.85483871,0.130434783,0.076086957,0.054347826,0.356573499,0.008086945,0.2,2.416666667,20,9,0.048192771,0.060240964,4,11,4,11
584,fishing,Bigangler,51,19,0,0.41,0.28,0.13,28,13,0.534759358,0.006462264,0.322580645,0.010869565,0.010869565,0,0,0.002697192,0,2,2,0,0.012048193,0,4,0,4,0
584,fishing,gofishingnation,73,19,0,0.76,0.34,0.42,34,42,0.632911392,0.007800588,0.583333333,0.043478261,0.010869565,0.032608696,0.400430133,0.002843308,0,1.25,1,4,0.024096386,0,2,0,2,0
584,fishing,TroutsInDenver,40,19,0,0.77,0.45,0.32,45,32,0.595238095,0.009345632,0.604166667,0.043478261,0.043478261,0,0,0.003298494,0,1.75,7,0,0.012048193,0,4,0,4,0
584,fishing,troutheadwaters,18,19,0,0.86,0.5,0.36,50,36,0.609756098,0.010487545,0.68627451,0.206521739,0.130434783,0.076086957,0.432834883,0.007282987,0.461538462,3.526315789,53,14,0.120481928,0.024096386,18,3,43,12
584,fishing,Vagabondangler,67,19,0,1.3,0.64,0.66,64,66,0.746268657,0.013842991,0.96969697,0,0,0,0,0.002612942,0,0,0,0,0,0,0,0,5,6
584,fishing,Flygirl_Reba,77,19,0,1.02,0.49,0.53,49,53,0.680272109,0.010675275,0.789473684,0.25,0.108695652,0.141304348,0.416002415,0.008714693,0.4375,3.304347826,47,29,0.036144578,0.253012048,5,49,6,64
584,fishing,bassmastermag,49,19,0,0.33,0.22,0.11,22,11,0.526315789,0.006120791,0.375,0.097826087,0.086956522,0.010869565,0.263663503,0.015991693,0.125,4,35,1,0,0.048192771,0,11,0,11
584,fishing,epicflyfishing,52,19,0,0.95,0.47,0.48,47,48,0.657894737,0.009973768,0.727272727,0.217391304,0.097826087,0.119565217,0.451086957,0.005353065,0.428571429,2.4,27,21,0.012048193,0.024096386,2,3,2,4
584,fishing,FishKeep,13,19,0,1.07,0.54,0.53,54,53,0.680272109,0.011379467,0.910714286,0.054347826,0.032608696,0.02173913,0.345071128,0.003542605,0.666666667,2.6,5,8,0.012048193,0,13,0,14,0
584,fishing,OrvisPodcast,68,19,0,0.46,0.24,0.22,24,22,0.561797753,0.006044721,0.314285714,0.054347826,0.032608696,0.02173913,0.313307259,0.003795828,0.25,1.8,3,6,0.024096386,0.024096386,4,3,4,3
584,fishing,RIOProducts,44,19,0,1.02,0.41,0.61,41,61,0.71942446,0.009697799,0.672131148,0.293478261,0.086956522,0.206521739,0.462224906,0.00723955,0.227272727,2.666666667,27,45,0.072289157,0.108433735,20,12,20,13
584,fishing,TroutU,88,19,0,1.01,0.46,0.55,46,55,0.689655172,0.009766781,0.711864407,0.163043478,0.043478261,0.119565217,0.41370406,0.003498111,0.153846154,2.533333333,9,29,0.048192771,0.048192771,7,4,9,4
584,fishing,deneki,69,19,0,1.13,0.57,0.56,57,56,0.694444444,0.014228728,0.822580645,0.456521739,0.217391304,0.239130435,0.495896919,0.029836986,0.615384615,6.69047619,154,127,0.144578313,0.024096386,24,4,33,4
584,fishing,flyfishingtrout,14,19,0,0.94,0.55,0.39,55,39,0.621118012,0.011689362,0.649122807,0.010869565,0,0.010869565,0.010869565,0.002612942,0,1,0,1,0.012048193,0,1,0,2,0
584,fishing,flyfishmagazine,39,19,0,1.06,0.52,0.54,52,54,0.684931507,0.011562082,0.766666667,0.304347826,0.108695652,0.195652174,0.483099579,0.010506877,0.4,4.714285714,31,101,0.060240964,0.084337349,7,10,7,11
584,fishing,OnLineFishermen,42,19,0,0.42,0.2,0.22,20,22,0.561797753,0.005379377,0.75,0.032608696,0.032608696,0,0,0.003684518,0,1,3,0,0,0.096385542,0,189,0,194
584,fishing,BountyFishing,28,19,0,1.33,0.57,0.76,57,76,0.806451613,0.013222372,0.727272727,0.010869565,0.010869565,0,0,0.002797581,0,1,1,0,0.024096386,0,2,0,2,0
584,fishing,Wired2Fish,9,19,0,1.39,0.67,0.72,67,72,0.78125,0.017110202,0.853333333,0.358695652,0.184782609,0.173913043,0.453820817,0.050664472,0.434782609,11.12121212,208,159,0.13253012,0.084337349,182,10,187,13
584,fishing,NBCSNFishing,10,117,0,0.86,0.46,0.4,46,40,0.625,0.011521155,0.592592593,0.043478261,0.02173913,0.02173913,0.303159655,0.004033407,0.333333333,1.5,4,2,0.084337349,0.012048193,12,9,13,10
584,fishing,FellowFishermen,70,19,0,1.15,0.49,0.66,49,66,0.746268657,0.01055275,0.513157895,0.02173913,0.010869565,0.010869565,0.248772209,0.002865692,0,3.5,6,1,0.024096386,0,2,0,2,0
584,fishing,Moldychum,45,19,0,0.99,0.46,0.53,46,53,0.680272109,0.013509187,0.8,0.217391304,0.195652174,0.02173913,0.329869757,0.027186301,0.111111111,8.5,168,2,0.108433735,0,15,0,15,0
584,fishing,FactsofFishing,5,19,0,0.91,0.48,0.43,48,43,0.636942675,0.011431525,0.625,0.260869565,0.130434783,0.130434783,0.396192777,0.037671703,0.333333333,10.20833333,106,139,0.072289157,0.084337349,153,20,154,26
584,fishing,FLWFishing,56,19,0,0.54,0.48,0.06,48,6,0.485436893,0.012586925,0.125,0.076086957,0.054347826,0.02173913,0.243910211,0.006300289,0.166666667,3.142857143,9,13,0.060240964,0.048192771,33,18,33,22
584,fishing,hookflyfishing,57,19,0,1.26,0.57,0.69,57,69,0.763358779,0.011953524,0.68,0.032608696,0.010869565,0.02173913,0.337299256,0.002812638,0,1,1,2,0.036144578,0,3,0,3,0
584,fishing,TomSadler,58,19,0,1.31,0.59,0.72,59,72,0.78125,0.013592639,0.77027027,0.347826087,0.097826087,0.25,0.495896919,0.009338712,0.333333333,4.71875,25,126,0.036144578,0,4,0,7,0
584,fishing,simmsfishing,2,19,0,0.46,0.4,0.06,40,6,0.515463918,0.009234287,0.15,0.173913043,0.141304348,0.032608696,0.365270414,0.013636964,0.230769231,3.5,42,14,0.084337349,0.024096386,15,3,15,3
584,fishing,BASS_nation,97,19,0,0.51,0.19,0.32,19,32,0.595238095,0.00766408,0.545454545,0.217391304,0.119565217,0.097826087,0.370695222,0.04470795,0.428571429,9.75,147,48,0.048192771,0.144578313,12,59,13,60
584,fishing,BloodKnotMag,81,19,0,1.18,0.45,0.73,45,73,0.787401575,0.010315758,0.594594595,0.184782609,0.076086957,0.108695652,0.437897279,0.006736788,0.545454545,1.882352941,15,17,0.072289157,0.024096386,10,4,10,4
584,fishing,LadiesFishing,20,19,0,1.3,0.62,0.68,62,68,0.757575758,0.013021975,0.780821918,0.336956522,0.206521739,0.130434783,0.416002415,0.025097505,0.24,4.161290323,100,29,0.012048193,0.253012048,2,82,2,118
584,fishing,AwesomeFishing,24,19,0,1.16,0.47,0.69,47,69,0.763358779,0.009779226,0.589041096,0.043478261,0.032608696,0.010869565,0.338825497,0.005463474,0,1,3,1,0,0.012048193,0,1,0,1
584,fishing,32fishing,83,19,0,0.82,0.38,0.44,38,44,0.641025641,0.008465087,0.863636364,0.010869565,0.010869565,0,0,0.002701366,0,1,1,0,0.012048193,0,3,0,4,0
584,fishing,flyfishsage,101,19,0,0.77,0.32,0.45,32,45,0.64516129,0.007936105,0.711111111,0.184782609,0.086956522,0.097826087,0.385981623,0.014644443,0.416666667,3.117647059,26,27,0.060240964,0.048192771,10,5,10,5
584,fishing,fishnut89,31,19,0,1.35,0.64,0.71,64,71,0.775193798,0.013240681,0.666666667,0.27173913,0.086956522,0.184782609,0.473926802,0.005530132,0.315789474,3.52,44,44,0.036144578,0.289156627,4,55,5,162
584,fishing,Worldfishing,25,19,0,0.65,0.33,0.32,33,32,0.595238095,0.00858082,0.585365854,0.032608696,0.032608696,0,0,0.006025473,0,1.333333333,4,0,0.012048193,0,68,0,68,0
584,fishing,fishingmaven,6,19,0,1.12,0.54,0.58,54,58,0.704225352,0.011723155,0.931034483,0.032608696,0.032608696,0,0,0.003372339,0,3.333333333,10,0,0.036144578,0,6,0,7,0
584,fishing,LelandFlyFish,46,19,0,0.45,0.35,0.1,35,10,0.526315789,0.007673326,0.153846154,0.043478261,0.032608696,0.010869565,0.321375257,0.00367463,0.333333333,1.5,5,1,0,0.012048193,0,2,0,2
584,fishing,somdfishing,23,19,0,0.87,0.42,0.45,42,45,0.64516129,0.00897062,0.74,0.010869565,0,0.010869565,0.324981577,0.002612942,0,3,0,3,0.024096386,0.012048193,2,1,3,1
584,fishing,The_Fin,15,19,0,1.39,0.7,0.69,70,69,0.763358779,0.015305813,0.597701149,0.663043478,0.326086957,0.336956522,0.527327006,0.065166793,0.29787234,10.68852459,352,300,0.024096386,0.397590361,3,63,4,127
584,fishing,FishingMOZ,4,19,0,1.54,0.68,0.86,68,86,0.877192982,0.014555321,0.711111111,0.141304348,0.043478261,0.097826087,0.396192777,0.006136418,0.181818182,1.461538462,5,14,0.024096386,0,4,0,4,0
584,fishing,tcunderground,71,19,0,0.55,0.34,0.21,34,21,0.558659218,0.009266627,0.41025641,0.369565217,0.22826087,0.141304348,0.462224906,0.033738902,0.545454545,6.264705882,185,28,0.156626506,0.012048193,27,1,28,2
584,fishing,flybox,80,19,0,1.04,0.5,0.54,50,54,0.684931507,0.010686427,0.677419355,0.032608696,0.032608696,0,0,0.004032084,0,1,3,0,0.024096386,0,3,0,4,0
584,fishing,fish_ladder,85,19,0,0.45,0.23,0.22,23,22,0.561797753,0.005703317,0.730769231,0.010869565,0.010869565,0,0,0.002715473,0,1,1,0,0.036144578,0,22,0,26,0
584,fishing,FethaStyx,35,19,0,1.48,0.65,0.83,65,83,0.854700855,0.014960694,0.741176471,0.826086957,0.27173913,0.554347826,0.634579956,0.03900284,0.357142857,13.35526316,228,787,0.13253012,0.204819277,97,33,104,39
584,fishing,mgaryhanson,78,19,0,0.75,0.43,0.32,43,32,0.595238095,0.009541597,0.630434783,0.445652174,0.239130435,0.206521739,0.489414606,0.046818534,0.464285714,10.19512195,293,125,0.072289157,0.024096386,12,2,25,8
584,fishing,aboutflyfishing,7,19,0,1.72,0.76,0.96,76,96,0.961538462,0.018848692,0.791666667,0.086956522,0.043478261,0.043478261,0.358279592,0.003437412,0.142857143,1.25,5,5,0.012048193,0.012048193,1,1,1,1
584,fishing,MontanaFlyFish,89,19,0,0.52,0.24,0.28,24,28,0.581395349,0.005750981,0.444444444,0.065217391,0.043478261,0.02173913,0.329869757,0.003580642,0,2.166666667,11,2,0.036144578,0.024096386,5,2,5,3
584,fishing,justgofishin,60,19,0,1.13,0.53,0.6,53,60,0.714285714,0.011318907,0.852459016,0.076086957,0.076086957,0,0,0.004778018,0,3,21,0,0.012048193,0,6,0,6,0
584,flash,envatoactive,20,19,0,0.34,0.18,0.16,18,16,0.540540541,0.004943128,0.172413793,0.59,0.15,0.44,0.627712418,0.002675266,0.229166667,3.559322034,65,145,0.164948454,0.24742268,39,40,41,49
584,flash,zeh,57,19,0,0.53,0.23,0.3,23,30,0.581395349,0.007759032,0.325,0.6,0.27,0.33,0.561637427,0.00408118,0.538461538,5.2,101,211,0.154639175,0.06185567,49,8,50,8
584,flash,flashbelt,84,19,0,0.95,0.21,0.74,21,74,0.793650794,0.006592707,0.266666667,0.24,0.09,0.15,0.500208333,0.001946746,0.142857143,1.791666667,19,24,0.092783505,0.082474227,21,12,21,12
584,flash,potapenko,98,6,0,0.22,0.08,0.14,8,14,0.534759358,0.002972544,0.571428571,0.12,0.04,0.08,0.463961353,0.001794001,0.2,2.083333333,8,17,0.030927835,0.030927835,4,4,4,4
584,flash,pixelbender,40,19,0,0.91,0.38,0.53,38,53,0.675675676,0.010131775,0.516666667,0.35,0.11,0.24,0.519135135,0.002887294,0.296296296,4.857142857,56,114,0.113402062,0.092783505,13,13,13,13
