Name,Original Category,Original Category Place,Assigned Category,Assigned Category Place,Competing Categories,Details
coffeeandyoga,buddhism_yoga_meditation,196,buddhism_yoga_meditation,196,1,"buddhism_yoga_meditation,196"
yogatips,buddhism_yoga_meditation,191,buddhism_yoga_meditation,191,1,"buddhism_yoga_meditation,191"
YogisAnonymous,buddhism_yoga_meditation,181,buddhism_yoga_meditation,181,1,"buddhism_yoga_meditation,181"
yogafinds,buddhism_yoga_meditation,33,buddhism_yoga_meditation,33,1,"buddhism_yoga_meditation,33"
YogaDirect,buddhism_yoga_meditation,40,buddhism_yoga_meditation,40,1,"buddhism_yoga_meditation,40"
jodim,buddhism_yoga_meditation,108,buddhism_yoga_meditation,108,1,"buddhism_yoga_meditation,108"
Durgamaa,buddhism_yoga_meditation,189,buddhism_yoga_meditation,189,1,"buddhism_yoga_meditation,189"
itsallyoga_baby,buddhism_yoga_meditation,67,buddhism_yoga_meditation,67,1,"buddhism_yoga_meditation,67"
RumiQuotes,buddhism_yoga_meditation,107,buddhism_yoga_meditation,107,1,"buddhism_yoga_meditation,107"
Yoga_Journal,buddhism_yoga_meditation,1,buddhism_yoga_meditation,1,2,"buddhism_yoga_meditation,1,swimming_exercise_running_fitness,201"
AllYogaShare,buddhism_yoga_meditation,182,buddhism_yoga_meditation,182,1,"buddhism_yoga_meditation,182"
YogaUnfolds,buddhism_yoga_meditation,150,buddhism_yoga_meditation,150,1,"buddhism_yoga_meditation,150"
NamasteBookClub,buddhism_yoga_meditation,138,buddhism_yoga_meditation,138,1,"buddhism_yoga_meditation,138"
shambhalasun,buddhism_yoga_meditation,126,buddhism_yoga_meditation,126,1,"buddhism_yoga_meditation,126"
MindBodyGreen,buddhism_yoga_meditation,122,buddhism_yoga_meditation,122,1,"buddhism_yoga_meditation,122"
sadienardini,buddhism_yoga_meditation,38,buddhism_yoga_meditation,38,1,"buddhism_yoga_meditation,38"
CoreConnecting,buddhism_yoga_meditation,42,buddhism_yoga_meditation,42,1,"buddhism_yoga_meditation,42"
YYoga,buddhism_yoga_meditation,77,buddhism_yoga_meditation,77,1,"buddhism_yoga_meditation,77"
PureYogaNYC,buddhism_yoga_meditation,131,buddhism_yoga_meditation,131,1,"buddhism_yoga_meditation,131"
innerspaceyoga,buddhism_yoga_meditation,50,buddhism_yoga_meditation,50,1,"buddhism_yoga_meditation,50"
DailyCupofYoga,buddhism_yoga_meditation,62,buddhism_yoga_meditation,62,1,"buddhism_yoga_meditation,62"
yogabrooks,buddhism_yoga_meditation,97,buddhism_yoga_meditation,97,1,"buddhism_yoga_meditation,97"
ashdyogi,buddhism_yoga_meditation,111,buddhism_yoga_meditation,111,1,"buddhism_yoga_meditation,111"
YogaQuotes,buddhism_yoga_meditation,198,buddhism_yoga_meditation,198,1,"buddhism_yoga_meditation,198"
YogaRunning,buddhism_yoga_meditation,184,buddhism_yoga_meditation,184,1,"buddhism_yoga_meditation,184"
